name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Thomas R. Suozzi,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.45899999999999996,-0.45899999999999996
Thomas R. Suozzi,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.39799999999999996,-0.39799999999999996
Thomas R. Suozzi,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.418,-0.418
Thomas R. Suozzi,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.34700000000000003,-0.34700000000000003
Thomas R. Suozzi,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.462,-0.462
Thomas R. Suozzi,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.45899999999999996,-0.45899999999999996
Thomas R. Suozzi,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.37799999999999995,-0.37799999999999995
Thomas R. Suozzi,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.465,-0.465
Thomas R. Suozzi,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.441,-0.441
Thomas R. Suozzi,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.7020000000000001,0.298
Thomas R. Suozzi,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.37799999999999995,-0.37799999999999995
Thomas R. Suozzi,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.43,-0.43
Kathleen M. Rice,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,No,0.943,-0.943
Kathleen M. Rice,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.354,-0.354
Kathleen M. Rice,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.292,-0.292
Kathleen M. Rice,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,No,0.65,-0.65
Kathleen M. Rice,May 4,The American Health Care Act of 2017 (217-213),support,No,0.196,-0.196
Kathleen M. Rice,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.7829999999999999,0.217
Kathleen M. Rice,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.26,-0.26
Kathleen M. Rice,April 28,Extension of government funding for one week (382-30),support,Yes,0.9259999999999999,0.07400000000000001
Kathleen M. Rice,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.263,-0.263
Kathleen M. Rice,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.313,-0.313
Kathleen M. Rice,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.992,0.008
Kathleen M. Rice,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.41600000000000004,-0.41600000000000004
Kathleen M. Rice,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.915,0.085
Kathleen M. Rice,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.48,-0.48
Kathleen M. Rice,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.316,-0.316
Kathleen M. Rice,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.35100000000000003,-0.35100000000000003
Kathleen M. Rice,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.414,-0.414
Kathleen M. Rice,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.266,-0.266
Kathleen M. Rice,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.294,-0.294
Kathleen M. Rice,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.289,-0.289
Kathleen M. Rice,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.287,-0.287
Kathleen M. Rice,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.33899999999999997,-0.33899999999999997
Kathleen M. Rice,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.278,-0.278
Kathleen M. Rice,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.297,-0.297
Kathleen M. Rice,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.235,-0.235
Kathleen M. Rice,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.33,-0.33
Kathleen M. Rice,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.337,-0.337
Kathleen M. Rice,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.265,-0.265
Kathleen M. Rice,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.358,-0.358
Kathleen M. Rice,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.31,-0.31
Kathleen M. Rice,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.635,-0.635
Kathleen M. Rice,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.28600000000000003,-0.28600000000000003
Kathleen M. Rice,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.29600000000000004,-0.29600000000000004
Tom O'Halleran,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.9740000000000001,0.026000000000000002
Tom O'Halleran,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,Yes,0.727,0.273
Tom O'Halleran,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.6559999999999999,-0.6559999999999999
Tom O'Halleran,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.809,0.191
Tom O'Halleran,May 4,The American Health Care Act of 2017 (217-213),support,No,0.505,-0.505
Tom O'Halleran,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.7290000000000001,0.271
Tom O'Halleran,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.619,-0.619
Tom O'Halleran,April 28,Extension of government funding for one week (382-30),support,Yes,0.929,0.071
Tom O'Halleran,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.53,-0.53
Tom O'Halleran,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.726,-0.726
Tom O'Halleran,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.995,0.005
Tom O'Halleran,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.6990000000000001,0.301
Tom O'Halleran,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.946,0.054000000000000006
Tom O'Halleran,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.7440000000000001,0.256
Tom O'Halleran,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.6409999999999999,-0.6409999999999999
Tom O'Halleran,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.74,-0.74
Tom O'Halleran,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.664,0.336
Tom O'Halleran,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.677,-0.677
Tom O'Halleran,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.716,-0.716
Tom O'Halleran,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.648,-0.648
Tom O'Halleran,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.672,-0.672
Tom O'Halleran,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.705,0.295
Tom O'Halleran,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.664,-0.664
Tom O'Halleran,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.68,-0.68
Tom O'Halleran,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.613,-0.613
Tom O'Halleran,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.731,0.26899999999999996
Tom O'Halleran,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.708,-0.708
Tom O'Halleran,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.636,-0.636
Tom O'Halleran,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.684,-0.684
Tom O'Halleran,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.715,-0.715
Tom O'Halleran,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.818,0.182
Tom O'Halleran,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.583,-0.583
Tom O'Halleran,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.7120000000000001,-0.7120000000000001
Tim Ryan,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.9540000000000001,0.046
Tim Ryan,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.46399999999999997,-0.46399999999999997
Tim Ryan,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.39299999999999996,-0.39299999999999996
Tim Ryan,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,No,0.701,-0.701
Tim Ryan,May 4,The American Health Care Act of 2017 (217-213),support,No,0.273,-0.273
Tim Ryan,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.768,0.23199999999999998
Tim Ryan,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.35600000000000004,-0.35600000000000004
Tim Ryan,April 28,Extension of government funding for one week (382-30),support,Yes,0.927,0.073
Tim Ryan,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.33399999999999996,-0.33399999999999996
